City_ID,City,Country,Max Temp,Weather Description,Lat,Lng,Hotel Name
357,Teya,RU,64.31,broken clouds,60.3778,92.6267,"Sri Sai bike Paint,manthani"
358,Hasaki,JP,79.29,overcast clouds,35.7333,140.8333,Inubosaki Kanko Hotel
359,Medea,DZ,75.33,overcast clouds,36.2642,2.7539,Hôtel M'Sallah
363,Norman Wells,CA,68.04,broken clouds,65.282,-126.8329,Heritage Hotel
365,Rapid Valley,US,74.03,overcast clouds,44.0625,-103.1463,Fairfield Inn & Suites by Marriott Rapid City
366,Bengkulu,ID,74.7,broken clouds,-3.8004,102.2655,Grage Hotel Bengkulu
367,Santiago Del Estero,AR,60.6,clear sky,-27.7951,-64.2615,Apartamentos Castelli 90
369,Mandalgovi,MN,72.3,overcast clouds,45.7625,106.2708,В.Ганбат
370,Zamosc,PL,63.39,overcast clouds,50.7231,23.252,Hotel Renesans
372,Bundaberg,AU,67.21,overcast clouds,-24.85,152.35,Takalvan Motel
373,Balkhash,KZ,70.77,broken clouds,46.844,74.9804,Family
375,Nioro,GM,79.48,overcast clouds,13.35,-15.75,Family
378,Atar,MR,78.17,overcast clouds,20.5169,-13.0499,Oumou Elghoura
379,La Baule-Escoublac,FR,63.72,broken clouds,47.2922,-2.364,Hôtel Barrière Le Royal La Baule
380,Palembang,ID,75.29,few clouds,-2.9167,104.7458,ASTON Palembang Hotel & Conference Center
383,Dalian,CN,71.53,mist,38.9122,121.6022,Kempinski Hotel Dalian
384,Rozivka,UA,65.68,clear sky,46.9385,35.7724,Kempinski Hotel Dalian
387,Torbay,CA,61.29,overcast clouds,47.6666,-52.7314,Gallows Cove
390,Tazovskiy,RU,63.93,overcast clouds,67.4667,78.7,TazHostel
392,Abrau-Dyurso,RU,67.48,broken clouds,44.69,37.59,Avgustin Inn
394,Meulaboh,ID,74.21,overcast clouds,4.1363,96.1285,Kost Pria
395,Beloha,MG,61.75,clear sky,-25.1667,45.05,Kost Pria
398,Koubia,GN,68.38,overcast clouds,11.5833,-11.9,Hôtel Mbalou Koubia
400,Puerto Del Rosario,ES,69.55,clear sky,28.5004,-13.8627,Hotel JM Puerto del Rosario
403,Katsuura,JP,74.71,overcast clouds,35.1333,140.3,Katsuura Hotel Mikazuki
404,Andijon,UZ,63.68,moderate rain,40.7821,72.3442,"Hotel ""Bog'ishamol"""
406,Maningrida,AU,76.93,overcast clouds,-12.0667,134.2667,Dhukurrdji Lodge
407,Babu,CN,75.56,overcast clouds,24.4167,111.5167,IU Hotel Hezhou Bus Terminal
411,Severnyy,RU,68.04,clear sky,50.677,36.5532,Full House North Mini-Hotel
412,Sao Bernardo,BR,74.7,light rain,-3.3614,-42.4178,Hotel Prado
413,Santa Isabel Do Rio Negro,BR,73.02,overcast clouds,-0.4139,-65.0192,Hotel GSA
416,Iwata,JP,77.05,overcast clouds,34.7,137.85,Kuretakeiniwata
417,Iracoubo,GF,77.88,few clouds,5.4802,-53.2011,Le Gîte d’Iracoubo
418,Cassilandia,BR,70.39,clear sky,-19.1133,-51.7342,Delirius Motel
419,Pombas,CV,74.98,overcast clouds,17.1503,-25.0201,Paul Paradis
420,Voh,NC,72.64,broken clouds,-20.9667,164.7,Le gîte du Koniambo
421,Znamenskoye,RU,61.83,light rain,57.1281,73.8282,"Gostinitsa ""Kolos"""
422,Kijang,KR,78.53,overcast clouds,35.2442,129.2139,Samyang Beach Villa
423,Port-Gentil,GA,73.36,broken clouds,-0.7193,8.7815,Fengshui Residence
424,Kuytun,RU,60.04,few clouds,54.3419,101.5036,Gostinitsa Tsentral'naya
425,Korla,CN,74.77,overcast clouds,41.7597,86.1469,Gulisitan Hotel
427,Camara De Lobos,PT,66.83,broken clouds,32.6333,-16.9667,Golden Residence Hotel
428,Klyuchi,RU,66.0,overcast clouds,52.2667,79.1667,Vesolaya Mayovka
436,Vila Do Maio,CV,74.19,light rain,15.1333,-23.2167,Hotel Marilu
441,Nicolas Bravo,MX,73.38,overcast clouds,18.45,-88.9167,Hotel Marilu
443,Melfi,IT,62.02,clear sky,40.9965,15.6514,HOTEL TERME DI RAPOLLA
445,Kasiri,SL,77.22,broken clouds,8.9412,-13.1148,HOTEL TERME DI RAPOLLA
447,Yar-Sale,RU,60.26,moderate rain,66.8333,70.8333,Yalemd
448,Ahar,IR,60.96,clear sky,38.4774,47.0699,هتل رضوی
451,Dover,US,79.02,clear sky,39.1582,-75.5244,Bally's Dover Casino Resort
454,Detva,SK,69.04,broken clouds,48.5608,19.4195,Chata Blato
455,Carupano,VE,76.24,scattered clouds,10.6678,-63.2585,Hotel La dorada
457,Puerto Ayacucho,VE,71.83,overcast clouds,5.6639,-67.6236,Posada Turistica Manapiare
459,Saint-Pierre,RE,65.91,clear sky,-21.3393,55.4781,Alize Plage
461,Lekoni,GA,72.95,broken clouds,-1.5843,14.2591,Rendez-vous Des ChasseursD
463,Abha,SA,70.05,clear sky,18.2164,42.5053,Abha Hotel
466,Asau,RO,63.52,clear sky,46.4333,26.4,Casa Mika Ciobanus
467,Yasenskaya,RU,72.52,scattered clouds,46.3592,38.269,Casa Mika Ciobanus
468,Khash,IR,69.85,clear sky,28.2211,61.2158,خوابگاه آبجی محدثه
469,Shenjiamen,CN,74.73,overcast clouds,29.9576,122.298,Jinjiang Inn Zhoushan Putuo Shenjiamen
473,Barranca,PE,61.9,scattered clouds,-10.75,-77.7667,El Olivar Hospedaje
474,Podgornoye,RU,68.22,clear sky,51.735,39.1496,"O 'Hara's Irish Pub, restaurant, hotel"
475,Mayo,US,77.88,broken clouds,38.8876,-76.5119,Resorts Resource Group International
477,Amapa,BR,70.9,scattered clouds,1.0,-52.0,Resorts Resource Group International
478,Santa Fe De La Laguna,MX,74.7,broken clouds,19.6667,-101.55,CampAkumal
481,Morinville,CA,67.78,few clouds,53.8001,-113.652,Morinville Campground & RV Park
483,Makasar,ID,75.25,few clouds,-5.14,119.4221,Aryaduta Makassar
484,Huarmey,PE,63.61,broken clouds,-10.0681,-78.1522,Hotel Miramar
485,Pombia,IT,75.24,clear sky,45.653,8.6336,Albergo Fontana
489,Sola,VU,79.81,scattered clouds,-13.8833,167.55,Leumerus Bungalows
490,Boyolangu,ID,76.98,light rain,-8.1181,111.8935,Yos ega cv
492,Sidi Ali,DZ,74.52,broken clouds,36.0998,0.4206,Complexe touristique haje bezine
495,Kikwit,CD,71.47,few clouds,-5.041,18.8162,HOTEL PLACE YALABA
496,Sesvete,HR,71.19,clear sky,45.8311,16.1164,Bed & Breakfast Villa Aria
501,Cariamanga,EC,65.17,light rain,-4.3333,-79.55,Bermeo Plaza Hotel
507,Malinovoye Ozero,RU,66.43,broken clouds,51.6753,79.7825,Baza Otdykha
509,Kakonko,TZ,64.96,broken clouds,-3.2828,30.9642,Edward Memorial Guest House
510,Changde,CN,78.91,overcast clouds,29.0464,111.6783,Kangshida Hotel
512,Ibotirama,BR,74.01,broken clouds,-12.1853,-43.2206,Serra do Rio Hotel
514,Padang,ID,75.25,broken clouds,-0.9492,100.3543,Mercure Padang
515,Tricase,IT,70.32,clear sky,39.9304,18.3553,Hotel Adriatico
516,Owo,NG,70.83,broken clouds,7.1962,5.5868,The Chancery Hotel and Resort limited
519,Saquena,PE,73.06,overcast clouds,-4.6667,-73.5167,The Chancery Hotel and Resort limited
521,Tura,IN,72.16,overcast clouds,25.5198,90.2201,Hotel RIKMAN Continental
522,Acarau,BR,78.04,broken clouds,-2.8856,-40.12,castelo pizzaria
524,Kununurra,AU,76.98,overcast clouds,-15.7667,128.7333,Hotel Kununurra
527,Biak,ID,78.57,broken clouds,-0.9131,122.8766,Penginapan Kim
528,Vangaindrano,MG,65.77,overcast clouds,-23.35,47.6,Hotel Fanilo
529,Puerto Escondido,MX,79.5,overcast clouds,15.85,-97.0667,Aldea del Bazar Hotel and Spa
530,Takoradi,GH,76.12,light rain,4.8845,-1.7554,Raybow International Hotel
531,Obo,CF,65.35,broken clouds,5.3998,26.4869,Raybow International Hotel
532,Savalou,BJ,74.28,moderate rain,7.9281,1.9756,Hotel F&F
533,Cap Malheureux,MU,67.46,few clouds,-19.9842,57.6142,Pereybere Hotel & Spa
534,Cayenne,GF,79.09,clear sky,4.9333,-52.3333,Hôtel Le Dronmi
536,Caxito,AO,63.1,scattered clouds,-8.5785,13.6643,Hôtel Le Dronmi
537,Idrinskoye,RU,60.44,broken clouds,54.3708,92.1358,Domashniy Khostel
538,Antsohihy,MG,69.37,clear sky,-14.8796,47.9875,Hotel de Ville
539,Lodja,CD,67.46,broken clouds,-3.4833,23.4333,Hotel de Ville
541,Rabo De Peixe,PT,65.28,light rain,37.8,-25.5833,Quinta das Giestas
543,Salinopolis,BR,78.06,clear sky,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
544,Barra Patuca,HN,79.9,overcast clouds,15.8,-84.2833,Salinas Park Resort Maçarico AP101
548,Youhao,CN,69.6,broken clouds,47.8667,128.8333,Changcheng Hotel
549,Gambela,ET,69.55,overcast clouds,8.25,34.5833,Solomon Debebe Hotel
550,Tanta,EG,67.55,clear sky,30.7885,31.0019,Hesham & Fouad Pharma Group Pharmacies
552,Guhagar,IN,79.54,moderate rain,17.4842,73.1929,Hotel Seawinds
553,Vila Velha,BR,69.94,clear sky,-20.3297,-40.2925,Hotel Vitória Palace
554,Kefalos,GR,70.02,few clouds,36.7453,26.9589,Kokalakis Hotel
556,Charters Towers,AU,68.04,broken clouds,-20.1,146.2667,Cattleman's Rest Motor Inn
557,Bastia,FR,74.3,broken clouds,42.6667,9.3333,Hotel Santa Maria
561,Emba,KZ,67.14,overcast clouds,48.8264,58.1442,Hotel Santa Maria
562,San Quintin,MX,71.87,clear sky,30.4833,-115.95,Don Eddie's Sport Fishing Center
563,Seoul,KR,76.6,mist,37.5683,126.9778,롯데호텔 서울
565,Saint-Denis,FR,65.14,clear sky,48.9167,2.3333,ibis budget Paris Porte de Montmartre
570,Salym,RU,63.45,light rain,60.0625,71.4789,Gostinitsa Salym
572,Mantua,IT,76.24,clear sky,45.1667,10.7833,Hotel la Favorita
574,Tabou,CI,75.34,moderate rain,4.423,-7.3528,hotêl doufoulougou
577,Mamit,IN,67.14,overcast clouds,23.9333,92.4833,R.Tlangliana Building
579,Weligama,LK,77.41,overcast clouds,5.9667,80.4167,Weligama Bay Resort
582,Japura,ID,74.25,broken clouds,-0.3167,102.35,Rumah mbah Jamah
584,Monrovia,LR,76.57,moderate rain,6.3005,-10.7969,Sunset Inn
585,Kamenka,RU,63.59,clear sky,51.3223,42.7678,Sunset Inn
589,Wooster,US,73.98,overcast clouds,40.8051,-81.9351,Hilton Garden Inn Wooster
595,Iwanai,JP,72.54,broken clouds,42.9744,140.5089,いわない高原ホテル
600,Kupang,ID,79.54,broken clouds,-10.1667,123.5833,Hotel On The Rock by Prasanthi
602,Atambua,ID,76.06,overcast clouds,-9.1061,124.8925,Kost Alfa Flat
603,Chancay,PE,61.77,broken clouds,-11.5714,-77.2672,Hotel Madre Perla
605,Karratha,AU,68.02,clear sky,-20.7377,116.8463,ibis Styles Karratha
607,Kencong,ID,76.37,overcast clouds,-8.2833,113.3667,GUBUK SUGIANTO
608,San Miguel,SV,76.08,light rain,13.4833,-88.1833,Excalibur
609,Progreso,MX,79.11,overcast clouds,21.2833,-89.6667,Playa Linda Hotel
612,Lumby,CA,74.05,scattered clouds,50.2498,-118.969,Twin Creeks Motel
613,Butere,KE,61.68,overcast clouds,0.2064,34.4935,Eshimuli Guest House
614,Port Macquarie,AU,60.89,broken clouds,-31.4333,152.9167,Rydges Port Macquarie
615,Chlorakas,CY,72.48,broken clouds,34.8042,32.4083,Elysium Hotel
616,Laramie,US,71.53,scattered clouds,41.3114,-105.5911,Fairfield Inn & Suites by Marriott Laramie
622,Taunggyi,MM,63.64,overcast clouds,20.7833,97.0333,True Treasure Hotel
623,Puerto Madero,MX,79.0,overcast clouds,14.7208,-92.4215,DEPARTAMENTOS LA ESTANCIA
624,Kawalu,ID,71.94,overcast clouds,-7.3817,108.2082,West Jontor
629,Cururupu,BR,74.32,clear sky,-1.8283,-44.8683,POUSADA TRAVÉS'CIA
630,Port Hardy,CA,60.98,broken clouds,50.6996,-127.4199,Airport Inn-Port Hardy
633,Bagan,RU,64.26,broken clouds,54.1001,77.6646,Motel'
635,Marovoay,MG,66.09,clear sky,-16.1,46.6333,Hôtel les Oliviers Marovoay
636,Nantucket,US,64.02,scattered clouds,41.2835,-70.0995,Jared Coffin House
637,Abu Samrah,SY,67.46,clear sky,35.3029,37.1841,Jared Coffin House
638,Payo,ID,72.5,overcast clouds,-3.7508,103.6372,Mess keban agung
643,Ambulu,ID,76.95,overcast clouds,-8.345,113.6058,Hotel Ambulu Jember
644,Bansang,GM,75.51,moderate rain,13.4333,-14.65,Margie's Lodge
645,Carutapera,BR,75.83,clear sky,-1.195,-46.02,Lidera
646,Rawlins,US,60.35,scattered clouds,41.7911,-107.2387,"Holiday Inn Express Rawlins, an IHG Hotel"
647,Celestun,MX,76.62,overcast clouds,20.8667,-90.4,Posada Lilia
648,Portland,US,74.64,few clouds,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
649,Mayumba,GA,69.78,clear sky,-3.432,10.6554,LIKWALE LODGE
650,La Ronge,CA,64.65,broken clouds,55.1001,-105.2842,Northland Motor Hotel
651,Fort Nelson,CA,69.39,thunderstorm with light rain,58.8053,-122.7002,The Fort Nelson Hotel
652,Westport,US,76.01,scattered clouds,41.1415,-73.3579,The Westport Inn
656,Almaznyy,RU,65.97,clear sky,48.0448,40.045,The Westport Inn
657,Wainwright,CA,62.4,overcast clouds,52.839,-110.8572,Ramada by Wyndham Wainwright
658,Uige,AO,60.55,scattered clouds,-7.6087,15.0613,Hotel Catraio
659,Roebourne,AU,68.45,clear sky,-20.7833,117.1333,Latitude20 Roebourne Village
660,Simao,CN,66.6,overcast clouds,22.7886,100.9748,Changyu Hotel
663,Yining,CN,76.17,broken clouds,29.0361,114.5636,Xiushui Hotel
665,Tezu,IN,74.1,overcast clouds,27.9167,96.1667,Circuit House
668,Tevriz,RU,61.68,light rain,57.509,72.4042,Postoyalyy Dvor
669,Carbonia,IT,73.0,clear sky,39.1672,8.5222,Lu 'Hotel
670,Beira,MZ,71.69,few clouds,-19.8436,34.8389,Beira Terrace Hotel
671,Owando,CG,69.96,light rain,-0.4819,15.8999,Exaunel Hotel Owando
674,Cukai,MY,75.15,overcast clouds,4.25,103.4167,OYO 90038 Dalyla Inn Chalet
677,Shu,KZ,62.67,broken clouds,43.5983,73.7614,Shyngyzkhan
